,Unnamed: 0,County,Household 65+,Average Household Size,Median Housing Costs,Income,Percent Overcrowded,Percent Below Poverty Level,Percent Less Than High School Education,Percent Non White,Unemployment Rate 2019,"Peak Covid Death Rates per 100,000","Peak Covid Case Rates per 100,000","Covid Case Rates per 100,000","Covid Death Rates per 100,000",Urban Percent,Rural Percent,State,Unemployment Rate 2020,Labor Force,"Mortality Rate Per 100,000",Population,Projected Deaths From Unemployment,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,Covid Death Rate (Delayed After Lockdown)
1537,1537,San Juan County,0.30103487219674097,2.88,719,57070,0.06324475073178602,21.0,0.09636065521066084,0.4770580563569538,4.9,513.0770099549849,35344.22949708773,9616.160312363863,258.15195469433195,0.6570397843578363,0.3429602156421637,NM,13.2,48362.0,698.8,2209251.0,8.887676146168994,-26.5,11.014705882352944,20.426470588235293,-33.044117647058826,-38.4264705882353,13.720588235294118,12.130808133616323
1547,1547,Bronx County,0.27227888827360075,2.76,1236,47298,0.12458989061765005,28.0,0.17517876003059255,0.7801267953853057,6.0,139.61290559135583,19802.18684578485,7063.002791552995,369.2690841322882,0.9999628830856268,3.711691437323206e-05,NY,16.8,553448.0,695.9,24839905.0,11.721832840310785,-52.352941176470594,-14.838235294117649,-29.558823529411764,-49.57352941176471,-52.279411764705884,21.279411764705888,4.895348834868732
1575,1575,Oneida County,0.3288123126302533,2.43,836,71559,0.01844442710829275,15.5,0.07539524104540969,0.14672180693080072,2.7,650.7165316109173,38722.88134481417,6898.994625466282,142.56289603841327,0.6699942407371856,0.33000575926281434,NY,15.1,100489.0,1071.0,4213662.0,22.17011902995542,-35.20588235294117,-5.470588235294118,31.220588235294123,-27.02941176470589,-37.220588235294116,13.455882352941178,6.739980567971518
1583,1583,Queens County,0.3197814443366045,2.9,1582,76998,0.0944369983515891,12.2,0.12881188386058207,0.6173841079869266,3.6,161.32338417060882,21260.0793838831,6631.296204108689,344.1654265707955,1.0,0.0,NY,16.4,1071570.0,665.8,40295056.0,15.864287920979686,-60.05882352941178,-20.705882352941178,15.602941176470587,-69.47058823529412,-60.514705882352935,27.088235294117645,3.6828339436977084
1622,1622,Chatham County,0.3976165053559743,2.43,918,83963,0.015499603899011468,10.2,0.08074067777399978,0.1909220892091172,2.5,32.227742715187325,9668.322814556197,4357.4593796159525,89.96911507989796,0.3389907140124509,0.6610092859875492,NC,8.5,32299.0,923.6,1087306.0,11.52313119581792,-31.89705882352941,-9.75,-11.691176470588234,-34.911764705882355,-38.117647058823536,13.764705882352946,11.036451560094399
1636,1636,Forsyth County,0.2840698561464691,2.48,867,67362,0.020038687881429814,16.8,0.07234773446888837,0.33924492597182804,3.4,147.53004878431577,21159.575720320696,6304.816960724048,61.99400986149439,0.9274121576826968,0.07258784231730328,NC,12.2,170784.0,868.0,6088738.0,14.997550459881834,-27.073529411764717,-7.911764705882352,60.20588235294117,-3.661764705882353,-38.8235294117647,13.529411764705882,4.138788694800138
1643,1643,Guilford County,0.2681151249834549,2.49,927,67355,0.025864393319182104,15.8,0.0736343814213463,0.44785059901338975,3.6,165.3095644986541,19475.25382836846,5529.30707740881,65.15579681816321,0.8792617089493021,0.12073829105069787,NC,14.7,239018.0,801.2,8454929.0,17.59878163177952,-32.676470588235304,-9.147058823529411,22.823529411764717,-27.45588235294117,-39.897058823529406,14.573529411764708,4.967516581156389
1662,1662,Mecklenburg County,0.19977280301242767,2.58,1202,83557,0.02306268350292024,11.6,0.06481715839975823,0.4621159170757812,3.4,172.91751474301938,22744.056861042765,6706.8579806836715,58.539783636959676,0.9894532132192416,0.010546786780758323,NC,12.8,578434.0,586.9,15573747.0,14.343353452884527,-40.941176470588225,-11.544117647058822,0.19117647058823528,-61.29411764705882,-47.147058823529406,17.514705882352942,4.931375859643796
1681,1681,Rutherford County,0.3776561855863284,2.45,576,53754,0.031143424652400407,17.9,0.11337885840274375,0.1322692532920915,3.8,1020.4538334153873,35554.75988005192,8054.722582762684,205.8810365662624,0.3643662553869768,0.6356337446130232,NC,14.0,25573.0,1220.3,1182845.0,18.837300387286586,-25.69117647058824,-2.9852941176470584,40.088235294117645,-11.926470588235292,-39.29411764705883,15.294117647058822,4.05801267283541
1692,1692,Wake County,0.2083079275911358,2.62,1259,100539,0.020411223174035164,9.1,0.046286634866761454,0.3463916137161052,2.8,55.04780254029418,19080.000107936867,4880.635316403436,33.64032377462422,0.9407561398035692,0.05924386019643069,NC,11.0,542408.0,497.4,14900755.0,10.392869777457584,-39.95588235294117,-14.867647058823529,21.397058823529417,-67.07352941176471,-50.602941176470594,19.25,4.295084376597025
1698,1698,Wilson County,0.31804835384519275,2.5,771,58723,0.03376647716623977,20.3,0.13247654478724338,0.4925646220912384,4.7,440.0924194080757,25290.644368650752,8069.583501424187,149.14243102162564,0.6236659063388809,0.3763340936611191,NC,12.9,34969.0,1002.4,1412094.0,14.248611844820525,-22.058823529411764,-3.0735294117647056,26.64705882352941,-11.588235294117649,-39.161764705882355,14.235294117647054,7.364948792360848
1706,1706,Cass County,0.1921601202484079,2.27,939,87669,0.018221853038513768,10.7,0.03274123748419208,0.12980929509817773,2.0,151.71253772200328,10534.127075740837,11283.894834627838,98.39327627622671,0.9069298478024079,0.09307015219759192,ND,9.2,103756.0,597.5,2604215.0,11.997888745744882,-30.426470588235286,-15.514705882352946,17.985294117647058,-16.941176470588232,-30.132352941176467,13.941176470588234,4.9151087755811265
1723,1723,Stark County,0.21295113382305966,2.42,929,96087,0.029942510380070262,8.8,0.05985045620738496,0.0878028377465333,1.8,266.75982088983454,10174.981739655115,13284.003937883072,149.2584712121693,0.7229622729389846,0.27703772706101537,ND,9.9,18705.0,868.7,449733.0,20.485937199404983,-30.14705882352941,-6.382352941176473,72.98529411764707,-14.794117647058822,-37.01470588235294,13.485294117647054,3.5576664376418896
1753,1753,Fairfield County,0.2920534620777792,2.69,1016,81243,0.016808960045439216,9.2,0.046696797896100116,0.12873485824533693,2.5,76.15469557160445,27164.379910391308,7515.199207991166,50.769797047736304,0.6709663128120368,0.3290336871879633,OH,14.0,75686.0,790.3,2525073.0,19.069068446337987,-42.647058823529406,-18.25,26.588235294117645,-59.55882352941178,-49.33823529411765,20.94117647058824,5.385982900296347
1755,1755,Franklin County,0.2144542836305619,2.47,1073,76424,0.022882136369946446,15.7,0.05897140662457239,0.3372624693883878,3.4,8.20197515712858,21609.47054731477,7253.2800306207055,53.46472695017149,0.9882565166753292,0.011743483324670987,OH,13.9,674112.0,751.2,20645895.0,18.027739014656426,-38.70588235294117,-13.044117647058822,26.764705882352942,-41.54411764705883,-47.014705882352935,17.588235294117652,5.637924633444081
1761,1761,Hamilton County,0.25926294267169386,2.33,960,77814,0.016008868790457275,15.8,0.05779405574855979,0.326073730102054,3.6,48.4419668906496,22167.337636839384,7313.146733898245,53.335094859402076,0.9807533310013674,0.01924666899863262,OH,14.2,396489.0,978.7,14662279.0,19.637362510330075,-37.4264705882353,-9.455882352941176,60.29411764705882,-26.764705882352942,-43.779411764705884,16.426470588235293,3.682919960805548
1773,1773,Licking County,0.301303974389006,2.65,976,79339,0.015413445771843524,10.5,0.05739584811084315,0.08583597122302156,2.8,169.62377446822947,24161.210435254605,6984.54162002013,74.63446076602095,0.6629721031591405,0.33702789684085954,OH,13.3,86987.0,868.1,2887653.0,19.22057802807332,-26.720588235294123,-4.838235294117646,22.014705882352942,-15.794117647058822,-38.632352941176464,14.514705882352946,6.510477540064543
1785,1785,Montgomery County,0.299695089333476,2.29,857,67075,0.0136229093113655,16.6,0.0670587639981472,0.2733274399533545,3.9,207.64096169362801,23770.376179970543,7684.596388476679,74.47991017271441,0.961358061034246,0.038641938965754095,OH,16.9,254723.0,1042.5,9769233.0,24.735753771560155,-33.911764705882355,-6.970588235294117,41.897058823529406,-17.014705882352942,-41.26470588235294,14.470588235294118,4.585825724496488
1907,1907,Marion County,0.3062318914247954,2.79,1086,69928,0.047950659956963015,14.2,0.09732687396042572,0.18742142438633733,3.4,162.15377007515426,13890.022943033426,4565.031136973935,66.98905749558678,0.8647517941594735,0.13524820584052652,OR,13.3,159713.0,834.6,5538657.0,16.67813218464332,-32.73529411764706,-5.9411764705882355,35.132352941176464,-21.779411764705888,-35.73529411764706,12.529411764705882,3.8998623673572856
1939,1939,Dauphin County,0.29596656329091364,2.39,999,76373,0.014499340533989234,12.3,0.0696237322777128,0.2987679224473211,3.1,521.7410051778842,20934.31884412089,5777.598913398899,136.18446347273974,0.8778383137052971,0.12216168629470292,PA,14.5,146261.0,927.1,4732278.0,22.865871644438467,-46.691176470588225,-20.36764705882353,9.441176470588236,-42.352941176470594,-44.54411764705883,17.5,7.522804027996664
1940,1940,Delaware County,0.3091379302025987,2.62,1278,96632,0.01577268801536257,10.0,0.04578990621765373,0.3125440613298285,3.6,364.183665727388,17976.275128055375,5945.510077688986,183.85628860849727,0.99545540192551,0.004544598074490135,PA,14.7,296432.0,1000.2,10014139.0,23.004846400953692,-38.088235294117645,-15.367647058823529,40.23529411764706,-49.661764705882355,-50.29411764705882,20.529411764705888,6.590681435518321
1953,1953,Lancaster County,0.3157772046423966,2.63,1085,78641,0.01965578811625831,10.1,0.1004955738821215,0.11549559241329466,2.5,406.79904127361084,22046.30912329309,6050.1279034823465,150.25910533529768,0.8198194647010131,0.18018053529898687,PA,14.7,277205.0,894.5,9108737.0,23.247759938068253,-42.308823529411775,-15.985294117647054,38.01470588235294,-46.61764705882353,-41.6764705882353,17.426470588235293,5.928374043514485
1962,1962,Montgomery County,0.3127486511957395,2.53,1522,113038,0.011384983207149769,5.9,0.03672992132953215,0.2093495811600308,2.9,335.05232183797375,18380.2193966892,5106.779875197824,152.3621549737338,0.9717960919152072,0.02820390808479285,PA,13.6,437696.0,907.3,14184973.0,20.968955247161905,-47.83823529411765,-25.39705882352941,33.69117647058823,-62.54411764705882,-54.75,22.794117647058826,4.934799664405424
1967,1967,Philadelphia County,0.2645205600187582,2.55,994,55121,0.02797765645553159,24.3,0.10481952116784138,0.5933948672482308,5.6,401.4989293361884,13991.10136964163,6449.739404468506,170.00575734313762,1.0,0.0,PA,17.0,739062.0,1016.9,27380271.0,21.904042291780094,-47.161764705882355,-18.073529411764707,-32.39705882352941,-56.720588235294116,-50.102941176470594,18.97058823529412,6.267286397567066
1983,1983,York County,0.3078917301256808,2.53,1088,78786,0.014742983743279531,9.6,0.06822785129521437,0.11581924073928608,2.9,569.1915075558169,25290.274307550473,6160.228745507262,117.80215473279621,0.7565357556626425,0.2434642443373575,PA,14.8,240179.0,860.9,7521904.0,22.898390383113107,-35.529411764705884,-12.779411764705882,56.941176470588225,-47.5,-41.867647058823536,16.985294117647058,5.10509041327834
1996,1996,Berkeley County,0.2579571025350867,2.75,1094,72504,0.018808288133609085,11.9,0.0707095122991611,0.3339130596529083,3.1,52.65305585172899,13510.77413155366,4712.887274195175,52.21428038629792,0.6842528484980647,0.3157471515019353,SC,10.8,101035.0,646.3,3057362.0,11.511923726892665,-22.5,-1.8235294117647056,5.867647058823527,-21.5,-34.338235294117645,13.352941176470587,8.111568077316328
1997,1997,Calhoun County,0.3843664023304742,2.34,562,65323,0.023628418837999675,20.8,0.10074290078455878,0.442883448134761,3.4,329.8289012574727,22593.27973613688,6603.449460592317,164.91445062873638,0.0,1.0,SC,8.5,6454.0,1079.1,272173.0,9.135111013215859,-35.647058823529406,-6.647058823529411,18.176470588235293,-25.52941176470589,-45.63235294117647,15.970588235294118,20.575148894269454
1998,1998,Charleston County,0.2759069066239517,2.45,1248,84311,0.013455196457175165,13.7,0.05688945738106613,0.317445440155547,2.4,96.25528067164795,16631.745769385958,6796.692318536919,82.4003539083047,0.8708819653614458,0.12911803463855426,SC,13.1,211096.0,828.0,6202385.0,21.10733669580331,-36.23529411764706,-15.176470588235292,-27.926470588235286,-46.67647058823529,-40.647058823529406,14.794117647058822,14.446055831748593
2000,2000,Chester County,0.34323875760689165,2.54,533,54934,0.01580652809610369,19.6,0.12335172542785,0.3959332734981895,3.1,223.29735764793446,28247.11574246372,8308.522515816896,145.76355290906838,0.287939595945854,0.712060404054146,SC,14.5,13484.0,1097.9,598330.0,19.744386396804444,-45.602941176470594,-26.117647058823533,5.911764705882352,-62.17647058823529,-52.30882352941178,21.514705882352942,11.364965821536611
2001,2001,Chesterfield County,0.3294413407821229,2.52,523,49740,0.043184357541899435,20.7,0.16217527455563888,0.3703349074053924,5.4,289.15662650602405,19636.36363636364,6153.340635268346,151.1500547645126,0.25379387394097386,0.7462061260590261,SC,10.9,21754.0,1033.2,812946.0,10.644433490047307,-30.558823529411764,-12.764705882352946,30.867647058823533,-15.426470588235292,-41.602941176470594,16.264705882352942,10.82482723329717
2006,2006,Dorchester County,0.26163935610919403,2.83,1158,78800,0.01804845440913444,12.1,0.06676719712525668,0.3254600471260084,2.9,95.81779877033829,23733.331695422246,6291.421235926761,80.46238230073277,0.8037002138223462,0.19629978617765376,SC,11.2,76292.0,677.0,2245644.0,13.362966883441894,-21.205882352941178,-2.8382352941176467,-6.647058823529411,-22.220588235294123,-37.632352941176464,14.132352941176471,13.002951491866028
2008,2008,Fairfield County,0.3594821020563595,2.42,587,47765,0.026438907627026442,20.9,0.09663526244952894,0.6089076002658985,3.2,429.58786414283804,20512.820512820515,7213.4962187318215,250.59292074998882,0.22258368290386096,0.777416317096139,SC,11.5,9640.0,1187.3,425412.0,15.631616719791634,-42.647058823529406,-18.25,26.588235294117645,-59.55882352941178,-49.33823529411765,20.94117647058824,10.342914633343677
2011,2011,Greenville County,0.2828760202098717,2.57,938,75855,0.02067107138230341,11.5,0.08078114298528992,0.2645585923554693,2.8,311.72284172043504,37326.51821630357,8964.51478582425,111.3568729920427,0.8736992356570586,0.12630076434294135,SC,12.2,259495.0,840.6,7780220.0,18.44813193277311,-27.323529411764717,-0.4117647058823529,0.4558823529411765,-7.426470588235293,-34.617647058823536,12.073529411764708,10.231073157314318
2019,2019,Lee County,0.35372878717110384,2.47,497,47200,0.022575120660127655,25.0,0.1075586884007804,0.6705441980996256,3.6,213.9291656762539,25814.119324934632,8242.215355360113,255.52650344663655,0.22019292604501609,0.7798070739549839,SC,12.0,6657.0,1145.7,348419.0,12.871375674690533,-43.352941176470594,-19.544117647058822,-50.30882352941178,-62.191176470588225,-37.352941176470594,13.764705882352946,17.2206452575778
2020,2020,Lexington County,0.2840748337812986,2.54,931,74529,0.020724289149809026,12.5,0.07020310749938066,0.20881362004698945,3.3,224.93723849372384,26936.234309623444,6903.765690376568,102.09205020920506,0.7497477118562265,0.25025228814377354,SC,7.6,147193.0,800.7,4481742.0,7.915468575634205,-26.867647058823533,-1.8823529411764703,26.617647058823533,-8.985294117647056,-35.617647058823536,13.25,9.10360301864766
2027,2027,Richland County,0.239935990727875,2.51,1009,73179,0.017385234404325236,16.2,0.05200849439700544,0.5514504432889193,4.1,124.11036201260825,19626.754922924098,7323.232930616054,86.34810070257048,0.9092162621734424,0.09078373782655742,SC,9.0,197151.0,738.4,6588405.0,7.578870811858107,-30.367647058823533,-4.602941176470588,-21.5,-18.352941176470583,-39.132352941176464,14.75,7.892653836550728
2033,2033,York County,0.2594085623104208,2.59,1028,82022,0.016016045686733656,10.5,0.062039800995024874,0.2576427754709033,3.4,170.83127208794963,25099.384651522003,6611.170229803651,70.46789973627922,0.7737908191430634,0.2262091808569366,SC,11.9,138502.0,779.5,3747291.0,17.142403366858886,-23.573529411764717,-5.294117647058823,18.764705882352946,-22.176470588235293,-39.45588235294117,14.867647058823529,4.1630073565143455
2096,2096,Chester County,0.34273927392739273,2.63,646,59863,0.01155115511551155,15.8,0.10021335341365464,0.1393833624200116,4.1,763.1381164363762,31635.54373590796,9816.73122506793,208.12857720992082,0.302865329512894,0.697134670487106,TN,11.0,7575.0,981.9,298902.0,12.018996452014374,-45.602941176470594,-26.117647058823533,5.911764705882352,-62.17647058823529,-52.30882352941178,21.514705882352942,6.6911562987199815
2108,2108,Fayette County,0.3576558091818415,2.54,884,72917,0.01275968196973583,13.5,0.09920323763753636,0.30470072701922124,3.6,262.5629056961564,31945.153526365688,9372.03705054336,123.98803880096271,0.2022464739294148,0.7977535260705853,TN,9.5,17501.0,938.1,637887.0,10.629633752216302,-38.220588235294116,-4.838235294117646,16.455882352941178,-37.29411764705883,-43.86764705882353,16.161764705882348,5.016562494611113
2117,2117,Hamilton County,0.3002692596392885,2.41,899,75007,0.014248035644191637,12.8,0.07257958600999287,0.2470609749001854,3.0,313.21029678850687,37412.317429935516,9183.151896118585,87.54662809539866,0.904187099207846,0.0958129007921539,TN,14.4,185870.0,991.3,5924760.0,24.81684303465457,-30.117647058823533,-4.0,7.955882352941178,-33.25,-37.20588235294117,13.411764705882351,3.915770427831676
2147,2147,Montgomery County,0.18030213310932705,2.71,1012,67390,0.017902144126031094,13.3,0.04331412574838064,0.29497951843341,3.8,246.8982214715325,27153.062542764594,6638.499854062098,69.38031417320198,0.8074695426403036,0.19253045735969648,TN,15.4,83019.0,617.3,2918598.0,14.257898656957893,-20.0,1.4411764705882353,10.926470588235292,-14.794117647058822,-34.911764705882355,12.441176470588234,3.700406839174152
2159,2159,Rutherford County,0.2053261219957735,2.78,1107,79582,0.023711450983201404,11.1,0.05119279007474882,0.2320884061871665,3.1,292.51997532238886,32292.760732503724,9772.033043923138,84.56595994402396,0.834346593116308,0.16565340688369198,TN,16.7,181474.0,590.6,4354457.0,23.432077585976852,-25.69117647058824,-2.9852941176470584,40.088235294117645,-11.926470588235292,-39.29411764705883,15.294117647058822,4.3174154664978905
2163,2163,Shelby County,0.2544405656133077,2.62,994,65547,0.022568722700273918,19.3,0.07421079970336589,0.6089383088381353,4.6,413.5873473856287,22125.00240085534,7977.348730107579,116.09469400298349,0.9750498400598584,0.02495015994014171,TN,13.2,420365.0,847.3,16552912.0,12.953461555827758,-27.308823529411764,-2.0294117647058822,-20.926470588235293,-19.602941176470583,-34.161764705882355,12.705882352941178,6.621191485824367
2179,2179,Wilson County,0.29087467783505155,2.72,1146,87423,0.016269329896907218,7.7,0.05677020841665556,0.1222615720076683,2.5,381.5923183807213,34169.10346543894,9796.276709734058,105.07614564106821,0.6138298806179775,0.3861701193820225,TN,13.9,73122.0,779.4,1944325.0,23.390660957607388,-22.058823529411764,-3.0735294117647056,26.64705882352941,-11.588235294117649,-39.161764705882355,14.235294117647054,4.731719234181528
2193,2193,Bell County,0.20822567630349909,2.75,985,64505,0.03769694104605955,13.9,0.05509028933526758,0.3663554940988141,4.4,158.71091468186174,17683.041077470763,4448.314247611072,53.17917800972104,0.8482904279907547,0.15170957200924526,TX,11.5,133620.0,628.2,5183995.0,8.047504241034181,-22.294117647058826,-6.897058823529411,32.19117647058823,-22.308823529411764,-35.779411764705884,12.808823529411766,4.629634094940292
2194,2194,Bexar County,0.24762316403272325,3.02,1045,68037,0.04193824705891598,15.7,0.10045263862057756,0.2064369741960823,3.4,197.64877812127847,25541.612554490668,7018.228607764003,96.92775937159668,0.9568574325058232,0.04314256749417685,TX,13.9,885070.0,682.3,29427300.0,15.083075811746232,-34.132352941176464,-9.235294117647056,-35.073529411764696,-37.191176470588225,-41.852941176470594,16.426470588235293,13.755934115600141
2198,2198,Brazoria County,0.23824296635204856,2.87,1216,94650,0.03627296890300601,8.7,0.07336151067266941,0.27590614316965045,2.8,153.90205844003162,23219.97306713977,6719.588311993673,71.07282559904239,0.7787909004867496,0.2212090995132504,TX,13.5,164993.0,648.0,5299188.0,15.111689288245671,-22.102941176470583,-6.0735294117647065,11.014705882352944,-10.0,-36.23529411764706,16.0,9.510891102561372
2203,2203,Brown County,0.3460337289194253,2.5,665,61889,0.0166562565063502,12.6,0.08382222714190835,0.08720116232994324,2.3,1109.2330445806042,32896.682864990486,8723.325586308894,206.00042256496937,0.5298846174878329,0.4701153825121671,TX,10.0,13544.0,1258.8,682938.0,13.455850898324591,-40.45588235294117,-6.455882352941178,72.02941176470588,-72.63235294117645,-39.23529411764706,16.308823529411768,6.4427517578462465
2207,2207,Calhoun County,0.3210234766552361,2.82,652,70735,0.08506990240042205,13.7,0.1370895976769238,0.13951449141591288,3.3,56.364490371066225,12343.823391263504,6232.973226867074,51.66744950681071,0.4064855390008764,0.5935144609991235,TX,8.9,10923.0,898.6,380575.0,10.110069914208767,-35.647058823529406,-6.647058823529411,18.176470588235293,-25.52941176470589,-45.63235294117647,15.970588235294118,4.204164750706168
2224,2224,Comal County,0.3213347090544513,2.74,1200,93758,0.022524188681449186,7.6,0.05050684814487884,0.0911099815026616,2.1,407.1468353295904,13289.88726641871,4568.878873816489,113.9499004538791,0.5360448331493589,0.4639551668506411,TX,11.9,66712.0,849.7,1827828.0,21.274451354503817,-29.0,-5.705882352941178,16.985294117647058,-12.191176470588234,-38.308823529411775,14.735294117647054,19.257829511310693
2234,2234,Dallas County,0.2128312764382916,2.78,1146,67159,0.06727053959697997,15.4,0.1322525570783343,0.3873610017845169,3.3,255.4338505249067,28155.549046182983,8636.714783746333,88.52156465754715,0.9937185729870014,0.006281427012998578,TX,13.0,1277347.0,613.0,42226019.0,12.590964584395227,-34.176470588235304,-10.352941176470589,-10.632352941176473,-39.54411764705883,-41.9264705882353,16.75,7.578265902831143
2238,2238,Denton County,0.1914178114523359,2.83,1477,107016,0.02279234673309697,7.6,0.049267206660273184,0.2569565206962637,2.8,190.71084876471897,17882.185329917367,5111.095832201505,46.88871931803965,0.9298974385001894,0.07010256149981063,TX,12.8,465348.0,407.9,10988721.0,12.091563198301245,-30.95588235294117,-9.985294117647056,37.73529411764706,-25.14705882352941,-48.07352941176471,19.88235294117647,3.640096058494888
2243,2243,Duval County,0.39333523212759897,3.06,432,51929,0.07035032754201083,22.8,0.19263642340565407,0.04996450124245655,5.4,430.2231782737295,30330.73406829793,9231.87236712378,277.85246930178363,0.2920514213289879,0.7079485786710121,TX,15.5,4551.0,1014.8,218866.0,14.918611586998436,-28.632352941176467,-7.1764705882352935,-8.279411764705884,-33.779411764705884,-37.661764705882355,14.088235294117649,18.27602277192437
2246,2246,Ellis County,0.25886889908737154,3.0,1175,86150,0.037098434746191566,8.8,0.08853392118783934,0.1849319798356467,2.3,311.64446560548834,36423.446917641464,8701.697813078246,101.71729085734691,0.6763358778625954,0.3236641221374046,TX,10.8,84995.0,712.8,2502013.0,14.407494853144248,-21.911764705882355,-6.029411764705883,9.176470588235292,-18.66176470588235,-35.882352941176464,15.205882352941178,6.7145934093867625
2247,2247,El Paso County,0.2623420670120383,3.06,851,52412,0.05091125936416832,20.2,0.1314123803769466,0.2033377907380075,3.6,679.1875487048965,16098.889707091435,12552.69661287978,225.91922672710243,0.9773405794152574,0.02265942058474253,TX,15.0,334025.0,594.6,13736717.0,11.537821552995524,-36.720588235294116,-8.764705882352942,-59.220588235294116,-30.19117647058824,-40.338235294117645,18.044117647058822,10.13342562127472
2251,2251,Fayette County,0.4191570881226054,2.7,665,72565,0.02145593869731801,11.9,0.09945757772020726,0.09824589316256316,1.9,473.44748678292433,11599.463426181646,5535.390199637021,169.65201609721456,0.26398903951543123,0.7360109604845688,TX,6.9,10318.0,1321.5,428154.0,11.146300046245036,-38.220588235294116,-4.838235294117646,16.455882352941178,-37.29411764705883,-43.86764705882353,16.161764705882348,13.079406008118575
2255,2255,Fort Bend County,0.2328707810141961,3.19,1608,108211,0.03131371304380725,7.4,0.05896964460693928,0.48274483468644896,3.4,94.61763633317234,17103.61616778861,5270.0052236820065,52.236820058938896,0.9394559204182104,0.060544079581789575,TX,13.0,360575.0,399.5,9524998.0,10.16287948826866,-32.55882352941177,-9.647058823529411,15.691176470588234,-15.382352941176471,-47.235294117647065,21.264705882352946,7.979004300053396
2260,2260,Galveston County,0.2728964574515391,2.69,1167,89270,0.027610797279270082,12.4,0.07192957189739756,0.21193204860537407,4.0,143.80120360438303,25165.210630767026,7334.738220430878,70.43920745661852,0.8958654107417806,0.10413458925821936,TX,15.7,156162.0,825.8,5121858.0,20.620852177549626,-21.397058823529417,-0.08823529411764706,13.897058823529413,5.735294117647059,-38.70588235294117,14.941176470588234,8.043955923807339
2269,2269,Guadalupe County,0.2720199593420809,2.9,1145,84769,0.0301607835889854,9.1,0.07326910578430249,0.2653900834140633,2.3,201.38210456286296,20936.54665651765,5258.7100756980935,73.12088320437287,0.7249025292412277,0.2750974707587724,TX,10.9,73648.0,674.6,2153618.0,13.887853074036348,-18.544117647058822,-7.25,6.602941176470589,-18.08823529411765,-34.80882352941177,13.455882352941178,13.372845137809955
2276,2276,Harris County,0.21108368922265802,2.87,1141,71258,0.05632727200243184,15.7,0.1186133092235236,0.37461192304960794,3.9,126.2802798449078,14951.737892040119,5832.379477332881,78.3098980019413,0.9884118201186216,0.011588179881378472,TX,14.6,2159422.0,560.0,70754056.0,12.801357475252022,-32.01470588235294,-10.044117647058824,-13.632352941176471,-50.20588235294117,-40.161764705882355,16.955882352941178,10.396577123437275
2280,2280,Hays County,0.2140474147909092,2.81,1300,85891,0.04196794531367022,13.7,0.0599095832948081,0.11466212986136493,3.1,177.24411466999146,24829.81524038733,6210.0603411949205,64.29443375284004,0.6707507952269552,0.3292492047730448,TX,12.8,110748.0,499.1,2590341.0,14.488929410143303,-29.132352941176467,-13.485294117647054,-10.176470588235292,-7.529411764705883,-41.9264705882353,17.147058823529413,8.02983082150188
2289,2289,Howard County,0.2840744757772957,2.84,712,65210,0.04067245119305857,17.3,0.10508635715417523,0.1662494153896944,3.7,687.3227143792275,17019.4195941523,11455.378572987129,193.6504473052585,0.7560195062480951,0.2439804937519049,TX,10.4,12620.0,1081.7,622934.0,10.277724969258381,-48.735294117647065,-26.39705882352941,41.897058823529406,-29.94117647058824,-57.08823529411765,24.617647058823533,4.494858203276753
2314,2314,Lee County,0.3439363817097416,2.74,738,63836,0.04804506295559974,12.3,0.1047240298867197,0.18249501700082071,1.5,835.3152735077441,27286.965601252974,6641.916584488658,197.22721735599515,0.2457661021469529,0.7542338978530471,TX,7.2,8676.0,955.6,294885.0,11.218011951777813,-43.352941176470594,-19.544117647058822,-50.30882352941178,-62.191176470588225,-37.352941176470594,13.764705882352946,17.63399291249131
2315,2315,Leon County,0.4384603445599876,2.66,548,57173,0.0254539810647214,17.6,0.12662735711366688,0.10995645863570393,3.2,620.5470006894967,13238.33601470926,4924.155366582395,160.88255573431394,0.0,1.0,TX,10.3,5537.0,1264.2,293935.0,11.83573944511542,-35.970588235294116,-13.382352941176471,-3.7352941176470575,-51.67647058823529,-42.617647058823536,17.11764705882353,5.443380339190638
2316,2316,Liberty County,0.2963569381907491,2.84,707,60951,0.055669259107654516,14.1,0.13553653719552336,0.19471458268619626,3.6,394.47284598555865,15806.118863283418,5496.548362597627,121.28906471395052,0.32396814910115096,0.6760318508988491,TX,15.4,30787.0,943.4,1349526.0,17.777145820680747,-30.75,-22.625,-40.75,-34.125,-40.25,13.5,11.856014630322056
2321,2321,Lubbock County,0.23185711264627096,2.58,953,69457,0.034902368532355836,18.9,0.08125735314235684,0.17905698013175508,2.5,602.7646030350743,30230.963167605267,14456.368794052207,200.59954470665141,0.8907999026628659,0.10920009733713412,TX,10.1,140381.0,798.7,4851398.0,12.295232446482437,-22.367647058823533,-4.588235294117646,41.911764705882355,-19.955882352941178,-31.970588235294123,12.426470588235292,3.5453698088674646
